CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA
41460077,5 NAPKIN BURGER,Manhattan,2315,BROADWAY,10024,2123334488,Hamburgers,5/25/2016,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,11,A,5/25/2016,4/12/2020,Cycle Inspection / Initial Inspection,40.78689472,-73.97770816,107,6,17100,1032791,1012310055,MN12
41701184,LITTLE CAESARS,Bronx,1054,SOUTHERN BOULEVARD,10459,9177927490,Pizza,3/30/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,7,A,3/30/2017,4/12/2020,Cycle Inspection / Initial Inspection,40.8243365,-73.89188871,202,17,11900,2006021,2027430019,BX27
50012784,WING STOP,Brooklyn,1270,FULTON STREET,11216,6467879464,Chicken,3/2/2019,Violations were cited in the following area(s).,10I,"Single service item reused, improperly stored, dispensed; not used when required.",N,9,A,3/2/2019,4/12/2020,Cycle Inspection / Re-inspection,40.6804001,-73.95000038,303,36,24700,3053720,3018600049,BK61
50051137,SUBWAY,Queens,11630,QUEENS BLVD,11375,3479793128,Sandwiches,8/19/2017,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,25,,,4/12/2020,Cycle Inspection / Initial Inspection,40.71595549,-73.83334867,406,29,76902,4079980,4033460001,QN17
41263883,"DUNKIN', BASKIN ROBBINS",Brooklyn,578,ATLANTIC AVENUE,11217,7185966029,Donuts,12/21/2016,Violations were cited in the following area(s).,09C,Food contact surface not properly maintained.,N,11,A,12/21/2016,4/12/2020,Cycle Inspection / Initial Inspection,40.68456738,-73.97879534,302,33,3900,3388735,3001867501,BK38
50001969,LES CREPES & TAQUERIA,Manhattan,25,ESSEX STREET,10002,9143302356,Spanish,3/6/2020,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,26,,,4/12/2020,Cycle Inspection / Initial Inspection,40.71541738,-73.98983103,103,1,1600,1078949,1002970017,MN27
50043927,MANHATTAN VALLEY,Manhattan,2636,BROADWAY,10025,2122229222,Indian,1/25/2018,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Y,18,B,1/25/2018,4/12/2020,Cycle Inspection / Re-inspection,40.79711166,-73.9699756,107,7,18700,1056464,1018710042,MN12
50083527,OOH LALA RESTAURANT & BAKERY,Brooklyn,363,UTICA AVENUE,11213,7184848811,African,5/23/2019,Violations were cited in the following area(s).,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140Âº F to 70Âº F or less within 2 hours, and from 70Âº F to 41Âº F or less within 4 additional hours.",Y,9,A,5/23/2019,4/12/2020,Cycle Inspection / Initial Inspection,40.6656922,-73.93140812,309,41,34900,3038157,3014150006,BK61
40696959,JAMAICAN FLAVORS,Queens,16417,JAMAICA AVENUE,11432,7185262228,Caribbean,12/2/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,2,A,12/2/2019,4/12/2020,Cycle Inspection / Re-inspection,40.70523076,-73.79548305,412,24,44601,4209587,4097940014,QN61
50061456,ROUGH TRADE,Brooklyn,64,NORTH    9 STREET,11249,7183884111,"Bottled beverages, including water, sodas, juices, etc.",11/8/2019,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,10,A,11/8/2019,4/12/2020,Cycle Inspection / Re-inspection,40.72098268,-73.95984742,301,33,55700,3392437,3023090015,BK73
50069227,INDIAN PROJECT,Manhattan,243,WEST   38 STREET,10018,7328950789,Indian,2/3/2020,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,47,C,2/3/2020,4/12/2020,Cycle Inspection / Re-inspection,40.7540527,-73.99005972,105,3,11300,1014477,1007880024,MN17
50099690,SUBWAY,Bronx,839,PROSPECT AVENUE,10459,3477073178,Sandwiches,10/28/2019,Violations were cited in the following area(s).,05D,Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.,Y,12,N,,4/12/2020,Pre-permit (Non-operational) / Initial Inspection,40.82006057,-73.9014665,201,17,7700,2116639,2026770026,BX34
40714228,NEW SOLDIERS RESTAURANT,Brooklyn,1278,NOSTRAND AVENUE,11226,7182844620,Caribbean,12/6/2017,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,111,,,4/12/2020,Cycle Inspection / Initial Inspection,40.6558344,-73.95012338,309,40,82000,3348902,3050570047,BK60
41664502,DELICIOUS JUICE BAR,Bronx,832,WESTCHESTER AVENUE,10455,3477587756,"Juice, Smoothies, Fruit Salads",10/31/2017,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Y,30,,,4/12/2020,Cycle Inspection / Initial Inspection,40.8194435,-73.90204549,201,17,7900,2004992,2026760049,BX34
50011159,FRAICHE MAXX,Manhattan,213,PARK AVENUE SOUTH,10003,2125108551,American,1/28/2019,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,23,B,1/28/2019,4/12/2020,Cycle Inspection / Re-inspection,40.7369088,-73.9887452,105,2,5000,1017840,1008730004,MN21
41291166,MR CHEN CHINESE RESTAURANT,Queens,5905,MYRTLE AVENUE,11385,7184171008,Chinese,12/9/2019,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Y,12,A,12/9/2019,4/12/2020,Cycle Inspection / Re-inspection,40.7005031,-73.90004621,405,30,58300,4084146,4035080051,QN20
50092628,TASTE OF GUILIN,Brooklyn,6307,8TH AVE,11220,7188338806,Chinese,7/11/2019,Violations were cited in the following area(s).,05F,Insufficient or no refrigerated or hot holding equipment to keep potentially hazardous foods at required temperatures.,Y,40,,,4/12/2020,Pre-permit (Operational) / Initial Inspection,40.63359273,-74.01151833,310,38,12000,3141676,3057350001,BK34
41305028,MADISON & VINE,Manhattan,299,MADISON AVENUE,10017,2128675535,American,12/17/2019,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Y,24,,,4/12/2020,Cycle Inspection / Initial Inspection,40.75209427,-73.97941622,105,4,8200,1035332,1012760023,MN20
41236269,TROYKA/DA MIKELLE PALACE/MIKELLE CORNER/SUSHI & STEAK HOUSE,Queens,10255,QUEENS BOULEVARD,11375,7188300500,Jewish/Kosher,8/1/2019,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Y,60,,,4/12/2020,Cycle Inspection / Initial Inspection,40.72537758,-73.85076894,406,29,71303,4051275,4021370001,QN17
41475422,NOODLE HOUSE,Queens,9015,QUEENS BOULEVARD,11373,7182711890,Chinese,12/18/2019,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,13,A,12/18/2019,4/12/2020,Cycle Inspection / Re-inspection,40.73384018,-73.87157703,404,25,68300,4045999,4018600100,QN29
41125662,LE PAIN QUOTIDIEN,Manhattan,60,WEST   65 STREET,10023,2127214001,Sandwiches,11/14/2019,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Y,20,,,4/12/2020,Cycle Inspection / Initial Inspection,40.77246063,-73.98085045,107,6,14900,1086193,1011170001,MN14
40383609,REAL MADRID RESTAURANT,Staten Island,2073,FOREST AVENUE,10303,7184477885,Spanish,1/24/2018,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,12,A,1/24/2018,4/12/2020,Cycle Inspection / Initial Inspection,40.62628974,-74.15836786,501,49,23100,5090069,5012340116,SI12
50043592,Double Dutch Espresso,Bronx,2424,3 AVENUE,10454,3478622201,CafÃ©/Coffee/Tea,6/1/2016,Violations were cited in the following area(s).,10J,"""""Wash handsâ€ sign not posted at hand wash facility.",N,19,,,4/12/2020,Pre-permit (Operational) / Initial Inspection,40.80871296,-73.93031011,201,8,1900,2000761,2023170006,BX39
50061281,JOE & PAT'S,Staten Island,1758,VICTORY BOULEVARD,10314,7189810887,Pizza/Italian,2/28/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,13,A,2/28/2019,4/12/2020,Cycle Inspection / Initial Inspection,40.61309048,-74.12217125,501,49,16901,5151114,5007070001,SI07
50012109,RAVAGH PERSIAN GRILL,Manhattan,1135,1 AVENUE,10065,2128617900,Middle Eastern,12/15/2016,Violations were cited in the following area(s).,20F,Current letter grade card not posted.,N,,,,4/12/2020,Administrative Miscellaneous / Initial Inspection,40.76162462,-73.96050147,108,5,11000,1044372,1014370026,MN31
40743578,EL RUMBERO BAR RESTAURANT,Queens,8205,NORTHERN BOULEVARD,11372,7188033125,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",1/25/2019,Violations were cited in the following area(s).,1.50E+03,,,,,,4/12/2020,Smoke-Free Air Act / Initial Inspection,40.75557669,-73.88520047,403,25,32700,4034499,4014120047,QN28
50043885,BOTTOMS UP/VODKA SODA,Manhattan,315,WEST   46 STREET,10036,2129690460,American,1/29/2018,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,13,A,1/29/2018,4/12/2020,Cycle Inspection / Initial Inspection,40.76009104,-73.98862937,104,3,12700,1075688,1010370024,MN15
40593817,XTRA CHEESE PIZZERIA,Queens,14720,NORTHERN BOULEVARD,11354,7189613122,Pizza/Italian,9/30/2019,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,12,A,9/30/2019,4/12/2020,Cycle Inspection / Initial Inspection,40.76515857,-73.81908829,407,20,116300,4113528,4050160027,QN51
50001994,YMC GOOD TASTE CHINESE RESTAURANT,Queens,47-05,FRANCIS LEWIS BOULEVARD,11361,7186318688,Chinese,6/22/2017,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,12,A,6/22/2017,4/12/2020,Cycle Inspection / Initial Inspection,40.7531074,-73.78039637,411,20,145102,4127142,4056200001,QN46
50099439,LIEBRE CAFE,Brooklyn,4017,7 AVENUE,11232,3476586990,CafÃ©/Coffee/Tea,12/19/2019,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,20,,,4/12/2020,Pre-permit (Operational) / Initial Inspection,40.64788539,-74.00022703,307,38,9000,3341885,3009190001,BK34
41641276,TABOONETTE,Manhattan,30,EAST   13 STREET,10003,2125107871,Middle Eastern,8/24/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,7,A,8/24/2017,4/12/2020,Cycle Inspection / Re-inspection,40.73475723,-73.99283743,102,2,6100,1009384,1005700020,MN23
41576114,CROWN FRIED CHICKEN,Brooklyn,5,SOMERS STREET,11233,7184854911,Chicken,2/25/2020,Violations were cited in the following area(s).,10D,"Mechanical or natural ventilation system not provided, improperly installed, in disrepair and/or fails to prevent excessive build-up of grease, heat, steam condensation vapors, odors, smoke, and fumes.",N,5,A,2/25/2020,4/12/2020,Cycle Inspection / Re-inspection,40.67845119,-73.91303681,316,41,37100,3041867,3015380071,BK79
50080912,J AND C RESTAURANT,Brooklyn,2187,CLARENDON ROAD,11226,3472591141,Caribbean,6/6/2019,Violations were cited in the following area(s).,05D,Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.,Y,70,C,6/6/2019,4/12/2020,Cycle Inspection / Re-inspection,40.64274179,-73.95688949,314,40,79200,3118887,3051650047,BK95
40654823,BLONDIES,Manhattan,212,WEST   79 STREET,10024,2123624360,American,2/27/2018,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,18,,,4/12/2020,Cycle Inspection / Compliance Inspection,40.78337617,-73.9789118,107,6,16700,1030913,1011700040,MN12
41005098,MOTHER'S RUIN,Manhattan,18,SPRING STREET,10012,8458539124,American,4/8/2019,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,13,A,4/8/2019,4/12/2020,Cycle Inspection / Initial Inspection,40.72140406,-73.99497458,102,1,4100,1083495,1004790019,MN24
41708729,ENERGY FUEL CAFE,Brooklyn,606A,5 AVENUE,11215,7184996999,American,8/20/2019,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Y,26,B,8/20/2019,4/12/2020,Cycle Inspection / Re-inspection,40.66378279,-73.99092028,307,38,14300,3008911,3006280038,BK37
